,pilot,mp,archetype,deck_uuid,place
0,Casey Miller,46,Jeskai Control,caa0e156-f675-47bb-95c4-b2d1011b5d20,1
1,Michael DeBenedetto-Plummer,44,Jeskai Oculus,7d1634e2-f9ee-4c60-be52-b2d0017ce669,2
2,Justin Parente,42,Izzet Prowess,d458edd3-955a-4589-b105-b2d1009bf49a,3
3,Gregory Johnson,40,Azorius Omniscience,260d0595-4774-4444-86fb-b2d100ef47ca,4
4,Gabriel Nicholas,38,Jeskai Oculus,6bce08b8-69bd-4d4d-a144-b2d1012b81bc,5
5,Jennifer Wang,37,Azorius Omniscience,d867868a-7b36-4dcf-94ad-b2d101242a09,6
6,Jacob Durish,37,Izzet Prowess,7b64685f-185d-41f6-baa9-b2d1014c62c5,7
7,Tyler Stechman,36,Azorius Omniscience,b42805e3-2491-47df-93f1-b2d1013468c2,8
8,Minh Nguyen,36,Jeskai Oculus,7383fd0e-a1d7-4abf-ab50-b2d1014fee74,9
9,Matt Xu,36,Izzet Prowess,c9d12b7c-84fa-4ecf-a25e-b2d10137329c,10
10,Raymond Sainz,36,Izzet Prowess,934a5182-9b3f-4219-871d-b2d1014c1828,11
11,Jacob Milchman,36,Izzet Prowess,87c21129-5292-4dd9-8bfd-b2d100f604fd,12
12,Emmett Neyman,36,Zur Overlords,b45cded2-389c-444a-bb90-b2d0011e3d45,13
13,Garrett Bryan,36,Zur Overlords,4912f250-4892-4aa2-abc2-b2d1014e78e7,14
14,Xander Naumenko,36,Esper Pixie,baed4562-e1d7-44a9-aa69-b2d10154529a,15
15,Amber Thurlow,34,Izzet Prowess,65915020-39da-453f-9243-b2d101559967,16
16,SKreimendahl,34,Orzhov Pixie,961f0d75-2227-4e3e-82d8-b2d10134180b,17
17,David Dufour,34,Izzet Prowess,f56ecde2-f43e-4e6e-b40e-b2b4003fcb90,18
18,Koby Keller,34,Izzet Prowess,57b0b083-7dc3-4737-a3a2-b2d100339ad6,19
19,Max Milechman,34,Izzet Prowess,8582ce23-24ed-4833-b4ea-b2cc0162615a,20
20,FleshEatinGnome,34,Jeskai Control,8755c16d-8de8-4509-b8bb-b2d10110e2f1,21
21,Kenith Dsouza,34,Jeskai Oculus,cc034d4c-f5c1-4c3d-8269-b2d10176c093,22
22,ch4rm2nd0r,34,Mono-Red Aggro,33786942-fcf9-4019-8708-b2b200492fdd,23
23,Caz Rodriguez,34,Mono-Black Demons,6da68644-74cb-40c4-9442-b2d1015f23d6,24
24,Lucca LiPuma,34,Izzet Prowess,d103af0b-a39f-463a-91c9-b2ce016d7c73,25
25,Abe Schnake,34,Izzet Prowess,27f7879c-91e6-41d8-8871-b2d00128f5d8,26
26,Collins Mullen,34,Izzet Prowess,2355fefb-1471-4dc9-8319-b2d10161965d,27
27,Max Rappaport,34,Dimir Midrange,58f22969-ce03-4de0-913f-b2bf000c77b9,28
28,LaneS,34,Izzet Prowess,fc39f447-94af-4f05-ae4e-b2d1012ccd3e,29
29,Luna Eason,34,Izzet Prowess,d5ac4a14-83ce-4281-b899-b2d100de6283,30
30,Daniel Spiegel,34,Izzet Prowess,f445dc81-45fd-4bcf-9ebe-b2d100d48ffb,31
31,Jia Wu,34,Jeskai Control,e4bb0abf-d2ae-4e06-a6e9-b2ce0050dcc7,32
32,Jacob Rabaey,34,Jeskai Oculus,cf1c778c-3bd4-4b24-a999-b2d1002d3624,33
33,Roman Fusco,34,Jeskai Control,5e4ef8c1-6a72-4fd6-b7d8-b2d00050d5ba,34
34,ThumbThumb,33,Jeskai Oculus,768f98f6-6ead-46e2-b438-b2d1016219f1,35
35,Connor Mackenzie,33,Izzet Prowess,27c24e36-ce0e-446c-8712-b2ca0146518b,36
36,Julius Fan,33,Jeskai Control,681acf60-4b69-4aec-a3a6-b2d100f17f91,37
37,Noah Bailyn,33,Azorius Omniscience,481830ea-c66d-4772-9b21-b2d1011f9a8d,38
38,TheDuckButt,33,Mardu Pixie,819c7607-ca2d-4876-bb3d-b2cf0157bac8,39
39,James Moskal,33,Izzet Prowess,302d4885-e342-487c-a2a6-b2d10161e23a,40
40,Cole Weinstein,33,Gruul Mice,2c161f9e-d2ae-47bc-90e1-b2d100dc0511,41
41,Mark Stanton,33,Izzet Prowess,b552121f-4f97-4bba-99ef-b2d100d6c51a,42
42,kalebw,33,Izzet Prowess,15194cd2-2534-47af-9b39-b2d200d220a1,43
43,Maverick Finn,33,Izzet Prowess,dd37ee1b-649c-49db-b200-b2ce0025549e,44
44,Michael Byrd,33,Izzet Prowess,d7d601dc-2a36-43b3-9ceb-b2d100433b23,45
45,VicWood,33,Esper Pixie,687653f5-f8a5-420d-aefa-b2d100e9ad32,46
46,Nathaniel Wilson,33,Mono-Red Aggro,cdb7bb53-071a-46a1-95cf-b2d1014e6b83,47
47,John Proctor,33,Izzet Prowess,1b6c192a-0e55-46dc-8460-b2d10161535a,48
48,Evariel,33,Azorius Omniscience,428877ed-34aa-4683-b3b7-b2d100fe9f06,49
49,Levi White,33,Dimir Demons,c99e6293-89d4-44e9-8bb4-b2d1016acd12,50
50,Damian Del Nero,33,Zur Overlords,afbf90d3-b2b7-447b-bf77-b2d1002862cb,51
51,Andrew Elenbogen,33,Izzet Prowess,dd08f8fa-a122-44cc-93c8-b2d0005a6f33,52
52,Michael Bearmon,33,Mono-Red Aggro,76a48af6-d271-4cde-a398-b2b1010c5c18,53
53,Andrejs Prost,33,Izzet Prowess,de4a8764-7307-4f23-943d-b2d100c32ba3,54
54,Alfonso Concha,33,Izzet Prowess,6a5c88f1-a4b7-4299-af45-b2d1017e04db,55
55,Austin Clark,33,Izzet Prowess,94ea4bc0-af1d-4390-af41-b2d100f69c0d,56
56,James Newman,32,Izzet Prowess,68d75acd-d4fc-4572-b4e8-b2d1013f2183,57
57,Aaron Ward,31,Zur Overlords,cd45cc9e-08c6-4a08-b524-b2d100f2f6a9,58
58,Daniel Seidl,31,Izzet Prowess,aca08668-efeb-43ed-9f67-b2d10049b5cc,59
59,Andrew Hakenewerth,31,Izzet Prowess,9450f3a2-4713-430c-8805-b2d10159fcac,60
60,Casey Moon,31,Zur Overlords,fe99b8ff-f1d6-4a80-8b09-b2d0002a6e6a,61
61,Christian Hollweg,31,Jeskai Oculus,f9d8a48c-14ae-40a5-8ecd-b2d000f4a05e,62
62,Sanggu Lee,31,Mono-Black Demons,32de61e3-6d95-4d33-9a25-b2d0012ec5d1,63
63,Ben Smith,31,Orzhov Pixie,c9025941-b322-40f0-8c52-b2d10125375d,64
64,csei2301,31,Azorius Control,91857908-c534-4bde-8d16-b2d100fa2f37,65
65,NiHaoDyLan,31,Mono-Red Aggro,922d068b-c9fb-476f-8894-b2d101749318,66
66,Adam Brace,31,Izzet Prowess,390e4b4f-5d23-499b-b1df-b2d1016b14ad,67
67,Alexander Lim,31,Zur Overlords,189588d3-9a5a-435e-81ff-b2ce006139f7,68
68,William Dou,31,Zur Overlords,cf0c409c-d10a-4167-a8c7-b2d1013225f8,69
69,The1337Troll,31,Izzet Prowess,058cd256-103d-4e11-b38f-b2d100d11c5d,70
70,Scott Markeson,31,Jeskai Oculus,4b808442-f3c3-429a-b737-b2d10158e4df,71
71,Ryan Bellamy,31,Izzet Prowess,a9dbe2fb-dedf-4955-b84e-b2d00182a92f,72
72,Matthew Hanifan,31,Jeskai Oculus,d47bbfea-a439-461c-8d84-b2d1015744aa,73
73,Andrew Wolbers,31,Zur Overlords,c598f601-b34e-4c46-936b-b2d10167d0f2,74
74,Raja Sulaiman,31,Orzhov Midrange,732c8213-ce2c-4164-ab11-b2d10153e3be,75
75,Andy Garcia-Romo,31,Izzet Prowess,a7beaf42-6a7d-4974-a260-b2d101643f02,76
76,David Johnson,31,Jeskai Oculus,2d38c6ff-f5f7-4bab-b729-b2d1012bc8dd,77
77,Ryan Simmons,31,Izzet Prowess,c4e5a250-8624-4101-a90e-b2d10146f48a,78
78,Mitch Mazzei,31,Izzet Prowess,9b08175e-31cc-46f4-9ae3-b2d10086dc74,79
79,Taylor Laehn,31,Azorius Control,c9f80501-c620-4117-b7f6-b2d10128f351,80
80,Charlie Drevecky,31,Izzet Prowess,bad3a703-51f4-4666-951e-b2d1011ab0ab,81
81,Bach Chau,31,Izzet Prowess,43a6faf5-9c85-4c16-b656-b2d10168b976,82
82,Alexander Beebe,31,Zur Overlords,d208481a-773c-4c75-a540-b2d10139fb78,83
83,nathanb1992,31,Jeskai Oculus,fd98bf86-5899-4e3d-8bf2-b2d101107775,84
84,Michael Bernat,31,Izzet Prowess,19a5ae3b-7d65-4579-bfad-b2cf018102da,85
85,Jacob Falcon,31,Izzet Prowess,57a57b62-60ea-4f20-8334-b2ce000dc91e,86
86,Sam Bogue,31,Izzet Prowess,a9796149-5d0e-4c94-b61c-b2d00016e83d,87
87,ricky linn,31,Golgari Roots,0b4d1390-5cf9-4027-837c-b2d00064f0db,88
88,Rayton Espiritu,30,Izzet Prowess,0da77a5f-e643-41a1-932b-b2cd004ec4c8,89
89,Bassel Nasri,30,Jeskai Oculus,d39a954a-72d6-4336-acfc-b2d10121add8,90
90,ChrisCast,30,Mono-Red Aggro,8638b814-e2a3-4be0-aa2d-b2d0013730ba,91
91,dahun,30,Izzet Prowess,7b066cc2-c9f7-4e63-974c-b2d000face93,92
92,Griffin Berschauer,30,Izzet Prowess,45d2bd25-cc64-4d6c-92cd-b2d101676c8f,93
93,MosheMann,30,Orzhov Pixie,1f41dd01-7e4c-43b9-b1c9-b2d100cb86e2,94
94,Nate Muhlbach,30,Izzet Prowess,76b171ac-51bc-401b-b6be-b2d0010c7c3c,95
95,Max Medeiros,30,Mono-Red Aggro,d69966c3-4808-4875-a036-b2d101083f4a,96
96,Tyler Smalley,30,Gruul Mice,6d01428e-cbb8-4c98-bcff-b2d101673a2f,97
97,William Thompson,30,Jeskai Oculus,cb94f508-a946-476b-befc-b2d0003360d2,98
98,Talonflame23185,30,Azorius Omniscience,399309bc-7c89-4fa1-80c6-b2d00184c23f,99
99,ChaseM,30,Sultai Beanstalk,cb7d4efe-c9ba-4462-a0fb-b2d1014e49eb,100
100,Michael Raff,30,Izzet Prowess,9c4d973e-5eeb-4a4b-8000-b2d10165c050,101
101,Slater Claudel,30,Mono-Black Demons,c7f9d094-110d-4a1e-9a5a-b2d100d94258,102
102,Christian Calcano,30,Izzet Prowess,ec161fce-89c4-4108-bc6a-b2d1013108b7,103
103,Jake Coenen,30,Izzet Prowess,42d72502-1f4b-4edb-b19a-b2d00185204f,104
104,Joseph Puglisi,30,Mono-Black Demons,7e7ff43e-8565-4078-964c-b2d00171fc6a,105
105,Branden Chambers,30,Izzet Prowess,8a51b095-db3e-4b30-98ab-b2d100cd9804,106
106,Chris Botelho,30,Azorius Control,339a3ad6-b5c2-48f8-bd72-b2d100ca5a41,107
107,Brandon McArthur,30,Izzet Prowess,c63c9b68-7c72-41b1-ac87-b2d10053493c,108
108,Drew Buchanan,30,Izzet Prowess,86326d52-3fc5-4fde-9fbd-b2d2002c8720,109
109,Camari Bolger,30,Izzet Prowess,e4582596-f63d-40b7-a347-b2d10025f5cc,110
110,John Puglisi Clark,30,Mono-Black Demons,ef113b57-8e14-4905-b3f2-b2d10173ed6e,111
111,Michael Foland,30,Zur Overlords,73756d42-0762-476c-a820-b2d100f4989c,112
112,Zach Boblitt,30,Mono-Red Aggro,787c481c-aea7-44a2-a2c6-b2d001016f09,113
113,Hannah Greco,30,Izzet Prowess,c6f7c5b6-34fa-459c-a3aa-b2d001596fe5,114
114,Gabriel Joglar,30,Jeskai Oculus,53e10a6b-4d7a-476a-8160-b2d10179c35d,115
115,Jobey James,30,Dimir Midrange,69c8ecd0-33f8-44ba-a501-b2d101583400,116
116,thatladyfreya,30,Mono-White Tokens,b72cef26-4d95-40c1-864b-b2d101552aa4,117
117,Avi Grinberg,30,Izzet Prowess,ea211a6b-55cd-46ca-b293-b2d10016cb8e,118
118,IsaacWLevy,30,Izzet Prowess,ac559b00-f4dd-41ac-a693-b2d1017158f3,119
119,Sean Zhou,30,Izzet Prowess,07759fa4-2c4d-4671-bf07-b2d001146065,120
120,Julian Wellman,30,Azorius Omniscience,b43f089e-31da-410a-b159-b2d10170c1b8,121
121,Benny Zeoli,30,Jeskai Oculus,50fe9e80-c37b-4415-a4dc-b2d100772eb0,122
122,Casey Ryback,30,Gruul Mice,ac89fc08-21c3-4976-a8f4-b2d1013fcb99,123
123,seaver mounarath,30,Mono-Black Demons,1758b94e-cf8a-40fb-a2a6-b2d1010fa887,124
124,QuestingRex,30,Orzhov Pixie,7a06a923-f22b-4012-8339-b2d0003bc2c9,125
125,deanthonymdavis,30,Azorius Omniscience,13c0d675-9675-4c42-8d22-b2d101733fa1,126
126,Matt Pointon,30,Jeskai Control,3f59cc03-321d-49b5-9b35-b2d100373d25,127
127,Msiambanes,30,Mono-Black Demons,e121977e-7809-4f55-85dc-b2cd000f5b64,128
128,Kyro Sewall,30,Mono-Red Aggro,db04bf03-ad48-46c4-86f3-b2d100f3dd51,129
129,Richard Fried,30,Izzet Prowess,455ed428-f1e4-436f-91dc-b2d10171d278,130
130,Andrew Falk,30,Azorius Artifacts,60f40ad3-d740-4883-bb1c-b2d101444226,131
131,Amaz,30,Jeskai Oculus,4c1a865a-7f7a-4815-9ff3-b2d000566f05,132
132,Trevor Dalrymple,30,Mono-Black Demons,72cc2694-64dc-49de-9ac7-b2d100e82590,133
133,Ryan Mullens,30,Esper Pixie,0be307ad-68bd-4b33-aa93-b2d101564017,134
134,Jacob Gumowski,30,Jeskai Oculus,81519f75-4acb-4dd7-801a-b2d1013a85b0,135
135,Heathe Butler,30,Esper Pixie,e98ac278-070e-4ce1-9bfd-b2cc0177a323,136
136,Jaden Rey,30,Azorius Omniscience,609dcef7-298f-4eca-8962-b2d100f5557c,137
137,CliffBoyardee,30,Izzet Prowess,b59e9d89-b40f-431a-9ce7-b2d10148d6fa,138
138,J.D. Emerick,30,Boros Mice,aada8a24-f793-4ce6-9d9f-b2d0014fe2a4,139
139,Jonathan Denney,30,Zur Overlords,d8ab5964-55d3-4957-bea9-b2ce00552762,140
140,yoman5,30,Izzet Prowess,2a6b6c4d-fc65-4073-98a9-b2cf01861062,141
141,Nick Mincucci,30,Mono-Red Aggro,4f91a716-8a88-492f-8527-b2d100006490,142
142,Dan Milechman,30,Izzet Prowess,a3e82d69-c347-4e7b-a408-b2d000418f74,143
143,Connor Donnelly,30,Izzet Prowess,bab90b79-777e-4b35-bc1b-b2d10114aac7,144
144,Nick Marconi,30,Esper Oculus,20fc5bb6-1acf-4b7d-bba9-b2cd0183a1dc,145
145,Peter Husisian,30,Mono-Red Aggro,9a2dca35-87e7-4a73-a27b-b2d100d8d1b2,146
146,Aric Godines,30,Jeskai Oculus,c5e27214-1b7b-47e2-960d-b2d0005d22c9,147
147,robert seder,29,Jeskai Control,edac7977-9150-4a86-83e0-b2d101737e9b,148
148,Steve Gan,29,Izzet Prowess,e098893d-8f23-4ede-b2cd-b2d100436462,149
149,amiracles88,28,Dimir Midrange,d3ee470b-456d-4cc2-aebe-b2d1014e7292,150
150,Connor Laehn,28,Dimir Midrange,09ab1b46-f405-4161-91a0-b2d1014d5c27,151
151,Tyler DiBattista,28,Sultai Beanstalk,c031307d-847b-4605-a8d9-b2d1017abed1,152
152,Richie Sledz,28,Jeskai Control,0df5d6e4-a1aa-4700-aff2-b2d0014003db,153
153,Ammi Obejas,28,Orzhov Amalia,bcadc9c4-7613-44b1-b707-b2d0017c7cb1,154
154,TavinJ,28,Boros Tokens,ada40684-b217-4b3e-a12d-b2d1015cfaff,155
155,ZEBR4,28,Temur Prowess,539d49fc-1386-427b-ad09-b2d101055cf6,156
156,Jesse Piland,27,Boros Monument,7baf784e-798a-4da1-9922-b2d0014f55f0,157
157,Tariq Patel,27,Izzet Prowess,5aa4d658-975a-41ac-a384-b2d10160ad48,158
158,Nedragesor,27,Izzet Prowess,b2753de1-ce47-4dd4-a9e4-b2ce016d1542,159
159,Miguel Chavez,27,Izzet Prowess,952b783e-16aa-4ff3-b8a1-b2d100f90052,160
160,HarS4,27,Izzet Prowess,6b1d1e4d-c75d-4841-ae3b-b2d0016bd33c,161
161,Brian Zilles,27,Jeskai Oculus,de16c96c-ea67-4359-8207-b2d100b9ee4e,162
162,Zachary Moore,27,Zur Overlords,9695d796-9cb6-437c-b168-b2d1015de317,163
163,Dexter Stinson,27,Izzet Prowess,ac245cc9-07ce-4ec8-b69c-b2d1007ba3a7,164
164,Justin Brickman,27,Izzet Prowess,99959d48-7297-4a75-9892-b2d101544439,165
165,Isaac Smith,27,Izzet Prowess,9626ef3f-8ae0-4944-9d86-b2d100f2b70b,166
166,Mikey Bishara,27,Izzet Prowess,9c1ebf81-e849-4479-bde6-b2d00055a12c,167
167,Mitch Sachs,27,Izzet Prowess,b23d86c1-9e83-4554-91ce-b2d100435095,168
168,Paul Green,27,Izzet Prowess,3b396ef9-1a0d-4c22-8272-b2d100e5cf4a,169
169,JaajWiiw,27,Jeskai Control,dbdc58b1-7de0-4c87-a5ff-7cf5acfa9381,170
170,Kellen Ropson,27,Dimir Midrange,e0871456-6e28-4798-9acb-b2d100d0c43f,171
171,Pieter Tubergen,27,Izzet Prowess,3e92fef5-9e81-4769-8a93-b2d1011c84e4,172
172,justKenneth,27,Zur Overlords,4fd8bbe8-5d42-4ced-92eb-b2d101401fca,173
173,Eric Liu,27,Jeskai Oculus,ae85ddfd-ba05-4c04-abc7-b2d000b72771,174
174,Drew Kobus,27,Abzan Pixie,99694ca2-8fbe-4249-9baa-b2d1018a305c,175
175,Tingfeng Wan,27,Temur Otters,4d3f5bf0-b629-42aa-9cf9-b2d000b47f0c,176
176,Dominic Harvey,27,Zur Overlords,d7fd369d-aa1f-41cf-bfc2-b2d101780d77,177
177,Oliver Mason,27,Dimir Midrange,f4e8b99d-87f5-4483-89fa-b2d100178f49,178
178,Christopher Sheppard,27,Mono-Black Demons,80ab09bb-9d37-4b73-a642-b2d10015a307,179
179,Devon Straub,27,Izzet Prowess,f0c4b0fb-d4c6-4e74-aab1-b2d1017a9148,180
180,Levi Gaines,27,Izzet Prowess,09657c32-15e5-46e8-bef1-b2cb01594d41,181
181,Eric Hennig,27,Zur Overlords,25bc73eb-59b1-42fb-8730-b2d1003a6eb9,182
182,Justin Blackburn,27,Dimir Midrange,64703a35-33bd-4fb4-8008-b2d1012b9232,183
183,Neil Estrada,27,Izzet Prowess,edce4819-7fe1-4bdf-be2a-b2d0013e6f14,184
184,Robert Hayes,27,Izzet Prowess,039fbc23-168d-43fd-9882-b2d1016ec1d8,185
185,Felix Grezes,27,Izzet Prowess,39586426-3ceb-40a7-b38c-b2ce015b5605,186
186,David Boucher,27,Mono-Black Reanimator,608fbe61-9d67-4511-a1ad-b2d101354dc1,187
187,John Shoemaker,27,Rakdos Reanimator,587610f7-26e0-4ece-bd54-b2d1000550b5,188
188,John Johns,27,Jeskai Oculus,7d59ea0a-5544-4c3a-ad7d-b2d100f41f67,189
189,Spencer Warburton,27,Jeskai Oculus,e527b287-19a4-4322-9929-b2d10148a8d0,190
190,Victor Hawkins,27,Izzet Prowess,30a8fd10-d2d1-41b3-8c2a-b2d100f5ce86,191
191,Kaden Ford,27,Dimir Midrange,222d3209-dd79-4dfc-86aa-b2b7005e48ed,192
192,Alexander Gabriel,27,Mono-Red Aggro,7e017aea-70aa-44e6-a8dc-b2d101091b58,193
193,Joby Parrish,27,Jeskai Control,84782696-e0a0-49f3-99b9-b2d10107a75e,194
194,Richard Hoxie,27,Izzet Prowess,21772aff-6015-43d1-bb9d-b2d00185a0e6,195
195,Chris_K,27,Izzet Prowess,501b54d1-c6f9-43fa-97b8-b2d00181b6df,196
196,Gustavo Colon,27,Jeskai Control,196976c1-55e2-4caa-9b66-b2d10132457c,197
197,Tyler Steinwand,27,Jeskai Oculus,782d975a-a3e7-4f97-bda2-b2d100041bf9,198
198,David Pellegrini,27,Izzet Prowess,6232c81f-8d7a-4f2a-bb21-b2d1002e2c0e,199
199,Adam Edelson,27,Izzet Prowess,99b60929-bed0-4b2a-9298-b2d100491510,200
200,Robert Pounds,27,Izzet Prowess,e2b735db-f6e0-48cb-9fd9-b2d100c91da6,201
201,Braeden Bierman,27,Abzan Pixie,aa1aa486-3434-4140-8d63-b2d100d368d1,202
202,JonahR,27,Izzet Prowess,ea3583ba-6fc9-4127-90e7-b2cf018348ef,203
203,Steven Haker,27,Azorius Omniscience,f682c402-fbfd-4e70-a74d-b2ca00b1cfaf,204
204,Adam Eklund,27,Azorius Omniscience,621c140e-266f-47d5-bc33-b2d100cb919e,205
205,Anders Larson,27,Boros Monument,547d37ec-696f-4f33-a02b-b2d101436848,206
206,Skeelz,27,Izzet Prowess,2d4e6f6d-de71-4e8a-b03a-b2d101707928,207
207,Christopher Henderson,27,Azorius Omniscience,31ebd633-2b9d-468f-a488-b2d10123969c,208
208,Vasilios Morikis,27,Izzet Prowess,8a108ffa-2136-451c-b6c4-b2d1001d9f38,209
209,Jau-En Shih,27,Zur Overlords,01447094-d325-4a87-9a7b-b2d100727f0f,210
210,Theodore Jung,27,Jeskai Oculus,6d04a04c-9dd5-4d16-ac8b-b2cf005dbbb6,211
211,Mitch Kilayko,27,Azorius Artifacts,3ef6bfc5-5e50-4579-bdf2-b2d1017667bc,212
212,Alfredo Barragan,27,Dimir Midrange,fbfa528f-91a2-45d3-8f83-b2d1015fff8a,213
213,Drew Iafrate,27,Izzet Prowess,882e48bc-fa66-4723-90c5-b2d0016cda55,214
214,Adam Taylor,27,Zur Overlords,061395bf-d2f4-4b32-981e-b2d10122ba87,215
215,Jeff Ebbing,27,Golgari Midrange,586e1cd4-a3c5-46c4-96aa-b2d10026bf9c,216
216,Zach Pettit,27,Izzet Prowess,41a70152-adb8-467a-80f2-b2d101597af4,217
217,Allen Wu,27,Izzet Prowess,c8e018b2-3244-42a2-81ba-b2ce01121ae5,218
218,Jeremy Carrette,25,Jeskai Oculus,151770e9-6914-4839-980c-b2d101345dcf,219
219,John Ashley,25,Jeskai Control,cebc7340-12b3-4131-ab08-b2cf006bb9bd,220
220,Brock Sorensen,25,Zur Overlords,a586aa43-2f3e-49f4-932f-b2d0001caeee,221
221,Kade Cantergiani,25,Izzet Prowess,eb41ed74-7a5c-4a23-9be7-b2d10138036d,222
222,Wesley Wang,25,Selesnya Tokens,4913f0cd-b967-4860-906b-b2d10037c210,223
223,Zachary Kagan,25,Azorius Omniscience,513d820d-20a4-4dfb-942f-b2d10174ee22,224
224,SeaB5,25,Dimir Midrange,a2eedb85-77b8-4f3a-963c-b2d000ebdf3d,225
225,Johnathan Goanos,24,Zur Overlords,500ef882-97ef-403b-85c6-b2d100dfb15f,226
226,Matthew Moldenhauer,24,Esper Pixie,a0633b22-1bf5-4b6c-9f73-b2d100057639,227
227,Matthew Watts,24,Azorius Omniscience,2ad0d577-8e84-4302-beee-b2d0012d80ad,228
228,Gianluca Privitera,24,Izzet Prowess,a4f82317-09f6-4420-9f3c-b2d1012f2c94,229
229,Steven Ringer,24,Boros Aggro,43e5d5d5-495b-4b58-b3f9-b2d1015cbf4b,230
230,Daniel Weiser,24,Izzet Prowess,874c1f51-6370-45cd-acce-b2d1005a7e11,231
231,Ryan Owens,24,Abzan Pixie,cadb3d82-0e30-4529-afb6-b2d101355e3d,232
232,walker Metyko,24,Izzet Prowess,587a9b95-3fec-4bf3-97ff-b2d100e189fa,233
233,Episkey,24,Temur Cauldron,24527d83-27d1-4f1c-af6b-b2d10040e0e0,234
234,Dan White,24,Azorius Omniscience,2c55792b-5d40-46e1-8610-b2d1002de312,235
235,Aaron Tobey,24,Jeskai Oculus,f7e4d3f3-31de-4147-9a77-b2d000405db5,236
236,Heath Vance,24,Azorius Omniscience,d89e75fb-fd35-437e-8cd4-b2d10144e387,237
237,Jdawg899,24,Dimir Midrange,3df170cf-64b5-448d-9a27-b2d10066d76c,238
238,Michael Belfatto,24,Orzhov Amalia,f88c8645-a024-41e7-9b56-b2cd016ce057,239
239,Charles Eiler,24,Izzet Prowess,6f6fbdce-435c-4188-8c30-b2d000f16fb5,240
240,Freohr,24,Quintorius Combo,d6a41986-d5d0-493f-8a05-b2d001841f88,241
241,Carter Steichen,24,Mono-Black Demons,b0d0a271-5ed6-4e34-9029-b2cd01277c90,242
242,Michael Mascilak,24,Orzhov Pixie,0a574110-68af-4a92-b4cd-b2d10107a068,243
243,John Ramsey,24,Zur Overlords,1b9ea461-11e1-415f-9939-b2d100e22324,244
244,AustinDickMTG,24,Azorius Artifacts,a4292a0c-3b1e-49df-ae95-b2d10174c90d,245
245,Mason Purcell,24,Gruul Mice,e66912e2-cc72-4f72-a14f-b2d1002bcccf,246
246,Michelle Tanner,24,Dimir Midrange,ebc7e783-4529-48e2-90ef-b2d10121ba31,247
247,Michael McKeague-Foster,24,Esper Pixie,161f9866-dd4a-44c4-8eac-b2ce00ffa5f2,248
248,Rodney Oller,24,Izzet Prowess,7fd9bc62-7cc7-46d8-8940-b2d1010c34ea,249
249,jalapenoman,24,Izzet Prowess,8e6c9f64-fa7e-46f8-8ddc-b2d1004c87cc,250
250,Craig Rocco,24,Golgari Midrange,a66d2c02-abe9-4718-b256-b2d1006c8d85,251
251,Chris Nguyen,24,Izzet Prowess,19d0dffb-89b4-4d0d-8a1b-b2cc00a841c9,252
252,Sam Peagler,24,Izzet Prowess,d3ff1e25-9622-4c21-8386-b2d00031af94,253
253,Tyler Bird,24,Jeskai Oculus,8baddc8a-8d62-41aa-8534-b2d10137734f,254
254,Eric Hawkins,24,Jeskai Oculus,1075ab92-cb3e-4591-bf2c-b2d1013b278c,255
255,Joshua Willis,24,Orzhov Pixie,7acdf6ec-6de3-4271-ac54-b2d101033332,256
256,Dillon Wernimont,24,Jeskai Control,07c2dadb-7e51-4f2f-b419-b2d1015d71e6,257
257,Patrick Tierney,24,Esper Pixie,a147e1b8-24b3-4a87-98c7-b2d1007c3ebd,258
258,Tom Strong,24,Izzet Prowess,bbfc9643-266a-404e-b514-b2d10005ebc2,259
259,Peter Handy,24,Dimir Midrange,37e218af-968e-489b-a156-b2cf011454c5,260
260,Nicole Dubin,24,Jeskai Oculus,f8289c80-52cc-40c9-b943-b2d001224471,261
261,Dustin Taylor,24,Jeskai Oculus,6b68825a-4f9a-4d50-aea8-b2d0015b3051,262
262,Gabriel Clark,24,Dimir Midrange,0a0ca656-9277-4c88-ae66-b2d20019f482,263
263,ryan slone,24,Izzet Prowess,8ed4a58a-0844-4b8f-9ff6-b2c801145066,264
264,Marcus Pacheco,24,Mono-Red Aggro,2dedb0d1-8e91-4523-b1e7-b2d1004cc314,265
265,Andrew Karpovck,24,Zur Overlords,e3884083-5d08-4075-8c8b-b2d101733405,266
266,Jack Rudzena,24,Mono-Black Demons,a6215914-8ee5-4a56-af33-b2d1016349eb,267
267,Violet,24,Zur Overlords,37e89c1c-ab51-402a-9d55-b2d10129ffb0,268
268,Justin Cravy,22,Jeskai Oculus,042c9a8c-ca78-4494-847b-b2d00052aa8d,269
269,amschock,22,Izzet Prowess,e33a2e78-c185-4419-a856-b2d0016da446,270
270,David Alexander Gurrola,22,Zur Overlords,f9fa3a3d-4823-40ac-8976-b2d100533536,271
271,Vikram Kudva,21,Zur Overlords,2d7ef023-e4a3-4fbd-8ca4-b2d10038be43,272
272,Gryffindor Mishlove,21,Selesnya Tokens,cdd5b392-285a-4db3-919b-b2d1014df5d9,273
273,Zev Goldhaber-Gordon,21,Izzet Prowess,3d8ddd70-c39d-460c-9898-b2d1001acc54,274
274,Klassic,21,Selesnya Tokens,c76b9412-59e8-4907-b761-b2c5001e175a,275
275,Kaleb Weir,21,Mono-Red Aggro,75b71031-995b-40a8-b8d8-b2d1017822eb,276
