,pilot,archetype,card,total,loc
22,"Fuller, Luke",Izzet Prowess,Lithomantic Barrage,1,side
23,"Fuller, Luke",Izzet Prowess,Abrade,1,side
24,"Fuller, Luke",Izzet Prowess,Screaming Nemesis,2,side
25,"Fuller, Luke",Izzet Prowess,Pyroclasm,1,side
26,"Fuller, Luke",Izzet Prowess,Drake Hatcher,1,side
0,"Gross, Drew",Orzhov Pixie,"Beza, the Bounding Spring",2,main
1,"Gross, Drew",Orzhov Pixie,Bleachbone Verge,4,main
2,"Gross, Drew",Orzhov Pixie,Caves of Koilos,4,main
3,"Gross, Drew",Orzhov Pixie,Concealed Courtyard,4,main
4,"Gross, Drew",Orzhov Pixie,Get Lost,1,main
5,"Gross, Drew",Orzhov Pixie,Hopeless Nightmare,4,main
6,"Gross, Drew",Orzhov Pixie,Soulstone Sanctuary,2,main
7,"Gross, Drew",Orzhov Pixie,Momentum Breaker,4,main
8,"Gross, Drew",Orzhov Pixie,Nowhere to Run,4,main
9,"Gross, Drew",Orzhov Pixie,Nurturing Pixie,4,main
10,"Gross, Drew",Orzhov Pixie,Plains,3,main
11,"Gross, Drew",Orzhov Pixie,Preacher of the Schism,3,main
12,"Gross, Drew",Orzhov Pixie,Restless Fortress,3,main
13,"Gross, Drew",Orzhov Pixie,Shadowy Backstreet,2,main
14,"Gross, Drew",Orzhov Pixie,"Sheoldred, the Apocalypse",2,main
15,"Gross, Drew",Orzhov Pixie,Sunpearl Kirin,4,main
16,"Gross, Drew",Orzhov Pixie,Swamp,2,main
17,"Gross, Drew",Orzhov Pixie,Temporary Lockdown,4,main
18,"Gross, Drew",Orzhov Pixie,Unholy Annex // Ritual Chamber,4,main
19,"Gross, Drew",Orzhov Pixie,Duress,2,side
20,"Gross, Drew",Orzhov Pixie,Dreams of Steel and Oil,2,side
21,"Gross, Drew",Orzhov Pixie,Get Lost,1,side
22,"Gross, Drew",Orzhov Pixie,Ghost Vacuum,2,side
23,"Gross, Drew",Orzhov Pixie,Rest in Peace,2,side
24,"Gross, Drew",Orzhov Pixie,Loran of the Third Path,2,side
25,"Gross, Drew",Orzhov Pixie,Wilt-Leaf Liege,2,side
26,"Gross, Drew",Orzhov Pixie,"Sheoldred, the Apocalypse",1,side
27,"Gross, Drew",Orzhov Pixie,The Stone Brain,1,side
0,"Dusterberg, Charlie",Izzet Prowess,Burst Lightning,4,main
1,"Dusterberg, Charlie",Izzet Prowess,Cori-Steel Cutter,4,main
2,"Dusterberg, Charlie",Izzet Prowess,Drake Hatcher,2,main
3,"Dusterberg, Charlie",Izzet Prowess,Into the Flood Maw,3,main
4,"Dusterberg, Charlie",Izzet Prowess,Island,5,main
5,"Dusterberg, Charlie",Izzet Prowess,Monastery Swiftspear,4,main
6,"Dusterberg, Charlie",Izzet Prowess,Monstrous Rage,4,main
7,"Dusterberg, Charlie",Izzet Prowess,Mountain,3,main
8,"Dusterberg, Charlie",Izzet Prowess,Opt,4,main
9,"Dusterberg, Charlie",Izzet Prowess,Riverpyre Verge,4,main
10,"Dusterberg, Charlie",Izzet Prowess,Shivan Reef,4,main
11,"Dusterberg, Charlie",Izzet Prowess,Sleight of Hand,4,main
12,"Dusterberg, Charlie",Izzet Prowess,Slickshot Show-Off,2,main
13,"Dusterberg, Charlie",Izzet Prowess,Spirebluff Canal,4,main
14,"Dusterberg, Charlie",Izzet Prowess,Stock Up,4,main
15,"Dusterberg, Charlie",Izzet Prowess,Stormchaser's Talent,4,main
16,"Dusterberg, Charlie",Izzet Prowess,Thundering Falls,1,main
17,"Dusterberg, Charlie",Izzet Prowess,Abrade,1,side
18,"Dusterberg, Charlie",Izzet Prowess,Drake Hatcher,2,side
19,"Dusterberg, Charlie",Izzet Prowess,Ghost Vacuum,2,side
20,"Dusterberg, Charlie",Izzet Prowess,"Ral, Crackling Wit",1,side
21,"Dusterberg, Charlie",Izzet Prowess,Slickshot Show-Off,2,side
22,"Dusterberg, Charlie",Izzet Prowess,Spell Pierce,2,side
23,"Dusterberg, Charlie",Izzet Prowess,Sunspine Lynx,2,side
24,"Dusterberg, Charlie",Izzet Prowess,Torch the Tower,2,side
25,"Dusterberg, Charlie",Izzet Prowess,Witchstalker Frenzy,1,side
0,"Smith, Daniel",Izzet Prowess,Monastery Swiftspear,4,main
1,"Smith, Daniel",Izzet Prowess,Island,5,main
2,"Smith, Daniel",Izzet Prowess,Burst Lightning,3,main
3,"Smith, Daniel",Izzet Prowess,Into the Flood Maw,3,main
4,"Smith, Daniel",Izzet Prowess,Torch the Tower,1,main
5,"Smith, Daniel",Izzet Prowess,Cori-Steel Cutter,4,main
6,"Smith, Daniel",Izzet Prowess,Monstrous Rage,4,main
7,"Smith, Daniel",Izzet Prowess,Mountain,4,main
8,"Smith, Daniel",Izzet Prowess,Riverpyre Verge,4,main
9,"Smith, Daniel",Izzet Prowess,Shivan Reef,4,main
10,"Smith, Daniel",Izzet Prowess,Spirebluff Canal,4,main
11,"Smith, Daniel",Izzet Prowess,Stormchaser's Talent,4,main
12,"Smith, Daniel",Izzet Prowess,Opt,4,main
13,"Smith, Daniel",Izzet Prowess,Slickshot Show-Off,2,main
14,"Smith, Daniel",Izzet Prowess,Sleight of Hand,4,main
15,"Smith, Daniel",Izzet Prowess,Drake Hatcher,2,main
16,"Smith, Daniel",Izzet Prowess,Stock Up,4,main
17,"Smith, Daniel",Izzet Prowess,Witchstalker Frenzy,2,side
18,"Smith, Daniel",Izzet Prowess,Torch the Tower,2,side
19,"Smith, Daniel",Izzet Prowess,Into the Flood Maw,1,side
20,"Smith, Daniel",Izzet Prowess,Spell Pierce,2,side
21,"Smith, Daniel",Izzet Prowess,"Ral, Crackling Wit",2,side
22,"Smith, Daniel",Izzet Prowess,Ghost Vacuum,1,side
23,"Smith, Daniel",Izzet Prowess,Sunspine Lynx,3,side
24,"Smith, Daniel",Izzet Prowess,Pyroclasm,2,side
0,OOst,Izzet Prowess,Cori-Steel Cutter,4,main
1,OOst,Izzet Prowess,Monstrous Rage,4,main
2,OOst,Izzet Prowess,Stormchaser's Talent,4,main
3,OOst,Izzet Prowess,Slickshot Show-Off,4,main
4,OOst,Izzet Prowess,Burst Lightning,4,main
5,OOst,Izzet Prowess,Spell Pierce,1,main
6,OOst,Izzet Prowess,Sleight of Hand,4,main
7,OOst,Izzet Prowess,Monastery Swiftspear,4,main
8,OOst,Izzet Prowess,Stock Up,4,main
9,OOst,Izzet Prowess,Opt,4,main
10,OOst,Izzet Prowess,Into the Flood Maw,2,main
11,OOst,Izzet Prowess,Shivan Reef,4,main
12,OOst,Izzet Prowess,Riverpyre Verge,4,main
13,OOst,Izzet Prowess,Island,4,main
14,OOst,Izzet Prowess,Spirebluff Canal,4,main
15,OOst,Izzet Prowess,Mountain,4,main
16,OOst,Izzet Prowess,Thundering Falls,1,main
17,OOst,Izzet Prowess,Lithomantic Barrage,1,side
18,OOst,Izzet Prowess,Screaming Nemesis,2,side
19,OOst,Izzet Prowess,Ghost Vacuum,2,side
20,OOst,Izzet Prowess,Spell Pierce,2,side
21,OOst,Izzet Prowess,Pyroclasm,1,side
22,OOst,Izzet Prowess,Sunspine Lynx,2,side
23,OOst,Izzet Prowess,Abrade,2,side
24,OOst,Izzet Prowess,Torch the Tower,3,side
0,"Nguyen, Khang",Mono-Red Aggro,Mountain,17,main
1,"Nguyen, Khang",Mono-Red Aggro,Burst Lightning,4,main
2,"Nguyen, Khang",Mono-Red Aggro,Lightning Strike,4,main
3,"Nguyen, Khang",Mono-Red Aggro,Tersa Lightshatter,2,main
4,"Nguyen, Khang",Mono-Red Aggro,Monstrous Rage,4,main
5,"Nguyen, Khang",Mono-Red Aggro,Witchstalker Frenzy,2,main
6,"Nguyen, Khang",Mono-Red Aggro,Emberheart Challenger,4,main
7,"Nguyen, Khang",Mono-Red Aggro,Heartfire Hero,4,main
8,"Nguyen, Khang",Mono-Red Aggro,Hired Claw,4,main
9,"Nguyen, Khang",Mono-Red Aggro,Manifold Mouse,4,main
10,"Nguyen, Khang",Mono-Red Aggro,Rockface Village,4,main
11,"Nguyen, Khang",Mono-Red Aggro,Screaming Nemesis,4,main
12,"Nguyen, Khang",Mono-Red Aggro,Soulstone Sanctuary,1,main
13,"Nguyen, Khang",Mono-Red Aggro,Monastery Swiftspear,2,main
14,"Nguyen, Khang",Mono-Red Aggro,Sunspine Lynx,4,side
15,"Nguyen, Khang",Mono-Red Aggro,Torch the Tower,3,side
16,"Nguyen, Khang",Mono-Red Aggro,Witchstalker Frenzy,1,side
17,"Nguyen, Khang",Mono-Red Aggro,Magebane Lizard,3,side
18,"Nguyen, Khang",Mono-Red Aggro,Ghost Vacuum,2,side
19,"Nguyen, Khang",Mono-Red Aggro,Case of the Crimson Pulse,2,side
0,"Nunez, Gerardo",Jeskai Control,Plains,3,main
1,"Nunez, Gerardo",Jeskai Control,Cori Mountain Monastery,1,main
2,"Nunez, Gerardo",Jeskai Control,Dispelling Exhale,3,main
3,"Nunez, Gerardo",Jeskai Control,Rediscover the Way,1,main
4,"Nunez, Gerardo",Jeskai Control,Floodfarm Verge,4,main
5,"Nunez, Gerardo",Jeskai Control,Get Lost,2,main
6,"Nunez, Gerardo",Jeskai Control,Mountain,1,main
7,"Nunez, Gerardo",Jeskai Control,Lightning Helix,4,main
8,"Nunez, Gerardo",Jeskai Control,Marang River Regent // Coil and Catch,2,main
9,"Nunez, Gerardo",Jeskai Control,Meticulous Archive,3,main
10,"Nunez, Gerardo",Jeskai Control,Island,2,main
11,"Nunez, Gerardo",Jeskai Control,Elegant Parlor,2,main
12,"Nunez, Gerardo",Jeskai Control,Riverpyre Verge,3,main
13,"Nunez, Gerardo",Jeskai Control,Split Up,1,main
14,"Nunez, Gerardo",Jeskai Control,Sunbillow Verge,3,main
15,"Nunez, Gerardo",Jeskai Control,Temporary Lockdown,3,main
16,"Nunez, Gerardo",Jeskai Control,"Beza, the Bounding Spring",2,main
17,"Nunez, Gerardo",Jeskai Control,Thundering Falls,3,main
18,"Nunez, Gerardo",Jeskai Control,"Shiko, Paragon of the Way",4,main
19,"Nunez, Gerardo",Jeskai Control,Three Steps Ahead,2,main
20,"Nunez, Gerardo",Jeskai Control,Stock Up,4,main
21,"Nunez, Gerardo",Jeskai Control,Fabled Passage,1,main
22,"Nunez, Gerardo",Jeskai Control,Jeskai Revelation,1,main
23,"Nunez, Gerardo",Jeskai Control,Day of Judgment,1,main
24,"Nunez, Gerardo",Jeskai Control,Abrade,2,main
25,"Nunez, Gerardo",Jeskai Control,Torch the Tower,2,main
26,"Nunez, Gerardo",Jeskai Control,Authority of the Consuls,3,side
27,"Nunez, Gerardo",Jeskai Control,Tishana's Tidebinder,2,side
28,"Nunez, Gerardo",Jeskai Control,Ghost Vacuum,2,side
29,"Nunez, Gerardo",Jeskai Control,Negate,2,side
30,"Nunez, Gerardo",Jeskai Control,"Jace, the Perfected Mind",2,side
31,"Nunez, Gerardo",Jeskai Control,Get Lost,2,side
32,"Nunez, Gerardo",Jeskai Control,Loran of the Third Path,2,side
0,"Christensson, Lexi",Izzet Prowess,Burst Lightning,3,main
1,"Christensson, Lexi",Izzet Prowess,Cori-Steel Cutter,4,main
2,"Christensson, Lexi",Izzet Prowess,Drake Hatcher,2,main
3,"Christensson, Lexi",Izzet Prowess,Hearth Elemental // Stoke Genius,1,main
4,"Christensson, Lexi",Izzet Prowess,Into the Flood Maw,3,main
5,"Christensson, Lexi",Izzet Prowess,Island,6,main
6,"Christensson, Lexi",Izzet Prowess,Monastery Swiftspear,4,main
7,"Christensson, Lexi",Izzet Prowess,Monstrous Rage,3,main
8,"Christensson, Lexi",Izzet Prowess,Mountain,2,main
9,"Christensson, Lexi",Izzet Prowess,Opt,4,main
10,"Christensson, Lexi",Izzet Prowess,Riverpyre Verge,4,main
11,"Christensson, Lexi",Izzet Prowess,Shivan Reef,4,main
12,"Christensson, Lexi",Izzet Prowess,Sleight of Hand,4,main
13,"Christensson, Lexi",Izzet Prowess,Slickshot Show-Off,2,main
14,"Christensson, Lexi",Izzet Prowess,Spell Pierce,2,main
15,"Christensson, Lexi",Izzet Prowess,Spirebluff Canal,4,main
16,"Christensson, Lexi",Izzet Prowess,Stock Up,4,main
17,"Christensson, Lexi",Izzet Prowess,Stormchaser's Talent,4,main
18,"Christensson, Lexi",Izzet Prowess,Abrade,1,side
19,"Christensson, Lexi",Izzet Prowess,Disdainful Stroke,1,side
20,"Christensson, Lexi",Izzet Prowess,Ghost Vacuum,2,side
21,"Christensson, Lexi",Izzet Prowess,Into the Flood Maw,1,side
22,"Christensson, Lexi",Izzet Prowess,"Ral, Crackling Wit",1,side
23,"Christensson, Lexi",Izzet Prowess,Screaming Nemesis,1,side
24,"Christensson, Lexi",Izzet Prowess,Sunspine Lynx,2,side
25,"Christensson, Lexi",Izzet Prowess,Torch the Tower,3,side
26,"Christensson, Lexi",Izzet Prowess,Witchstalker Frenzy,1,side
27,"Christensson, Lexi",Izzet Prowess,Pyroclasm,1,side
28,"Christensson, Lexi",Izzet Prowess,Lithomantic Barrage,1,side
0,"Peters, Oliver",Izzet Prowess,Island,5,main
1,"Peters, Oliver",Izzet Prowess,Mountain,3,main
2,"Peters, Oliver",Izzet Prowess,Shivan Reef,4,main
3,"Peters, Oliver",Izzet Prowess,Spirebluff Canal,4,main
4,"Peters, Oliver",Izzet Prowess,Riverpyre Verge,4,main
5,"Peters, Oliver",Izzet Prowess,Monastery Swiftspear,4,main
6,"Peters, Oliver",Izzet Prowess,Slickshot Show-Off,4,main
7,"Peters, Oliver",Izzet Prowess,Into the Flood Maw,3,main
8,"Peters, Oliver",Izzet Prowess,Opt,4,main
9,"Peters, Oliver",Izzet Prowess,Sleight of Hand,4,main
10,"Peters, Oliver",Izzet Prowess,Burst Lightning,4,main
11,"Peters, Oliver",Izzet Prowess,Monstrous Rage,4,main
12,"Peters, Oliver",Izzet Prowess,Abrade,1,main
13,"Peters, Oliver",Izzet Prowess,Stock Up,4,main
14,"Peters, Oliver",Izzet Prowess,Stormchaser's Talent,4,main
15,"Peters, Oliver",Izzet Prowess,Cori-Steel Cutter,4,main
16,"Peters, Oliver",Izzet Prowess,Pyroclasm,1,side
17,"Peters, Oliver",Izzet Prowess,Spell Pierce,2,side
18,"Peters, Oliver",Izzet Prowess,Abrade,1,side
19,"Peters, Oliver",Izzet Prowess,Lithomantic Barrage,2,side
20,"Peters, Oliver",Izzet Prowess,Torch the Tower,2,side
21,"Peters, Oliver",Izzet Prowess,"Ral, Crackling Wit",2,side
22,"Peters, Oliver",Izzet Prowess,Screaming Nemesis,3,side
23,"Peters, Oliver",Izzet Prowess,Ghost Vacuum,2,side
0,Josh_8finity,Azorius Control,Adarkar Wastes,1,main
1,Josh_8finity,Azorius Control,"Beza, the Bounding Spring",4,main
2,Josh_8finity,Azorius Control,Day of Judgment,2,main
3,Josh_8finity,Azorius Control,Demolition Field,2,main
4,Josh_8finity,Azorius Control,Elspeth's Smite,1,main
5,Josh_8finity,Azorius Control,Floodfarm Verge,4,main
6,Josh_8finity,Azorius Control,Fountainport,3,main
7,Josh_8finity,Azorius Control,Get Lost,4,main
8,Josh_8finity,Azorius Control,Horned Loch-Whale // Lagoon Breach,3,main
9,Josh_8finity,Azorius Control,Island,4,main
10,Josh_8finity,Azorius Control,Marang River Regent // Coil and Catch,3,main
11,Josh_8finity,Azorius Control,Meticulous Archive,3,main
12,Josh_8finity,Azorius Control,No More Lies,4,main
13,Josh_8finity,Azorius Control,Plains,4,main
14,Josh_8finity,Azorius Control,Restless Anchorage,3,main
15,Josh_8finity,Azorius Control,Ride's End,1,main
16,Josh_8finity,Azorius Control,Seachrome Coast,2,main
17,Josh_8finity,Azorius Control,Stock Up,4,main
18,Josh_8finity,Azorius Control,Temporary Lockdown,4,main
19,Josh_8finity,Azorius Control,Three Steps Ahead,4,main
20,Josh_8finity,Azorius Control,Boon-Bringer Valkyrie,2,side
21,Josh_8finity,Azorius Control,High Noon,2,side
22,Josh_8finity,Azorius Control,Wilt-Leaf Liege,3,side
23,Josh_8finity,Azorius Control,Negate,2,side
24,Josh_8finity,Azorius Control,Kutzil's Flanker,3,side
25,Josh_8finity,Azorius Control,Tishana's Tidebinder,2,side
26,Josh_8finity,Azorius Control,Change the Equation,1,side
0,"Berglund, Mirra",Izzet Prowess,Boltwave,4,main
1,"Berglund, Mirra",Izzet Prowess,Burst Lightning,4,main
2,"Berglund, Mirra",Izzet Prowess,Cori-Steel Cutter,4,main
3,"Berglund, Mirra",Izzet Prowess,Hearth Elemental // Stoke Genius,3,main
4,"Berglund, Mirra",Izzet Prowess,Island,2,main
5,"Berglund, Mirra",Izzet Prowess,Monastery Swiftspear,4,main
6,"Berglund, Mirra",Izzet Prowess,Monstrous Rage,4,main
7,"Berglund, Mirra",Izzet Prowess,Mountain,5,main
8,"Berglund, Mirra",Izzet Prowess,Opt,4,main
9,"Berglund, Mirra",Izzet Prowess,Riverpyre Verge,4,main
10,"Berglund, Mirra",Izzet Prowess,Shivan Reef,4,main
11,"Berglund, Mirra",Izzet Prowess,Sleight of Hand,4,main
12,"Berglund, Mirra",Izzet Prowess,Slickshot Show-Off,4,main
13,"Berglund, Mirra",Izzet Prowess,Spirebluff Canal,4,main
14,"Berglund, Mirra",Izzet Prowess,Stormchaser's Talent,4,main
15,"Berglund, Mirra",Izzet Prowess,Thundering Falls,1,main
16,"Berglund, Mirra",Izzet Prowess,Spell Pierce,1,main
17,"Berglund, Mirra",Izzet Prowess,Into the Flood Maw,3,side
18,"Berglund, Mirra",Izzet Prowess,Shore Up,2,side
19,"Berglund, Mirra",Izzet Prowess,Spell Pierce,2,side
20,"Berglund, Mirra",Izzet Prowess,Sunspine Lynx,3,side
21,"Berglund, Mirra",Izzet Prowess,Torch the Tower,4,side
22,"Berglund, Mirra",Izzet Prowess,Witchstalker Frenzy,1,side
0,"Dick, Dallas",Izzet Prowess,Mountain,4,main
1,"Dick, Dallas",Izzet Prowess,Island,4,main
2,"Dick, Dallas",Izzet Prowess,Shivan Reef,4,main
3,"Dick, Dallas",Izzet Prowess,Spirebluff Canal,4,main
4,"Dick, Dallas",Izzet Prowess,Riverpyre Verge,4,main
5,"Dick, Dallas",Izzet Prowess,Cori-Steel Cutter,4,main
6,"Dick, Dallas",Izzet Prowess,Stormchaser's Talent,4,main
7,"Dick, Dallas",Izzet Prowess,Slickshot Show-Off,4,main
8,"Dick, Dallas",Izzet Prowess,Monastery Swiftspear,4,main
9,"Dick, Dallas",Izzet Prowess,Sleight of Hand,4,main
10,"Dick, Dallas",Izzet Prowess,Burst Lightning,4,main
11,"Dick, Dallas",Izzet Prowess,Monstrous Rage,4,main
12,"Dick, Dallas",Izzet Prowess,Opt,4,main
13,"Dick, Dallas",Izzet Prowess,Stock Up,3,main
14,"Dick, Dallas",Izzet Prowess,Into the Flood Maw,2,main
15,"Dick, Dallas",Izzet Prowess,Thundering Falls,1,main
16,"Dick, Dallas",Izzet Prowess,Witchstalker Frenzy,1,main
17,"Dick, Dallas",Izzet Prowess,Spell Pierce,1,main
18,"Dick, Dallas",Izzet Prowess,Spell Pierce,1,side
19,"Dick, Dallas",Izzet Prowess,Sunspine Lynx,2,side
20,"Dick, Dallas",Izzet Prowess,Abrade,2,side
21,"Dick, Dallas",Izzet Prowess,Pyroclasm,1,side
22,"Dick, Dallas",Izzet Prowess,Lithomantic Barrage,1,side
23,"Dick, Dallas",Izzet Prowess,Torch the Tower,3,side
24,"Dick, Dallas",Izzet Prowess,Ghost Vacuum,2,side
25,"Dick, Dallas",Izzet Prowess,Screaming Nemesis,2,side
26,"Dick, Dallas",Izzet Prowess,"Ral, Crackling Wit",1,side
0,"Wienburg, Ben",Izzet Prowess,Cori-Steel Cutter,4,main
1,"Wienburg, Ben",Izzet Prowess,Monastery Swiftspear,4,main
2,"Wienburg, Ben",Izzet Prowess,Slickshot Show-Off,4,main
3,"Wienburg, Ben",Izzet Prowess,Stormchaser's Talent,4,main
4,"Wienburg, Ben",Izzet Prowess,Burst Lightning,4,main
5,"Wienburg, Ben",Izzet Prowess,Into the Flood Maw,2,main
6,"Wienburg, Ben",Izzet Prowess,Monstrous Rage,4,main
7,"Wienburg, Ben",Izzet Prowess,Opt,4,main
8,"Wienburg, Ben",Izzet Prowess,Spell Pierce,1,main
9,"Wienburg, Ben",Izzet Prowess,Island,5,main
10,"Wienburg, Ben",Izzet Prowess,Mountain,4,main
11,"Wienburg, Ben",Izzet Prowess,Riverpyre Verge,4,main
12,"Wienburg, Ben",Izzet Prowess,Shivan Reef,4,main
13,"Wienburg, Ben",Izzet Prowess,Spirebluff Canal,4,main
14,"Wienburg, Ben",Izzet Prowess,Sleight of Hand,4,main
15,"Wienburg, Ben",Izzet Prowess,Stock Up,4,main
16,"Wienburg, Ben",Izzet Prowess,Into the Flood Maw,1,side
17,"Wienburg, Ben",Izzet Prowess,Negate,1,side
18,"Wienburg, Ben",Izzet Prowess,Spell Pierce,2,side
19,"Wienburg, Ben",Izzet Prowess,Sunspine Lynx,1,side
20,"Wienburg, Ben",Izzet Prowess,Torch the Tower,2,side
21,"Wienburg, Ben",Izzet Prowess,"Ral, Crackling Wit",2,side
22,"Wienburg, Ben",Izzet Prowess,Witchstalker Frenzy,2,side
23,"Wienburg, Ben",Izzet Prowess,Drake Hatcher,2,side
24,"Wienburg, Ben",Izzet Prowess,Lithomantic Barrage,2,side
0,"Thompson, Nolan",Orzhov Pixie,Blast Zone,1,main
1,"Thompson, Nolan",Orzhov Pixie,Bleachbone Verge,4,main
2,"Thompson, Nolan",Orzhov Pixie,Cathar Commando,2,main
3,"Thompson, Nolan",Orzhov Pixie,Caves of Koilos,2,main
4,"Thompson, Nolan",Orzhov Pixie,Concealed Courtyard,2,main
5,"Thompson, Nolan",Orzhov Pixie,Fabled Passage,4,main
6,"Thompson, Nolan",Orzhov Pixie,Fountainport,1,main
7,"Thompson, Nolan",Orzhov Pixie,Get Lost,1,main
8,"Thompson, Nolan",Orzhov Pixie,Gix's Command,1,main
9,"Thompson, Nolan",Orzhov Pixie,Go for the Throat,1,main
10,"Thompson, Nolan",Orzhov Pixie,Hopeless Nightmare,4,main
11,"Thompson, Nolan",Orzhov Pixie,Loran of the Third Path,1,main
12,"Thompson, Nolan",Orzhov Pixie,Momentum Breaker,2,main
13,"Thompson, Nolan",Orzhov Pixie,Nowhere to Run,4,main
14,"Thompson, Nolan",Orzhov Pixie,Nurturing Pixie,4,main
15,"Thompson, Nolan",Orzhov Pixie,Overlord of the Balemurk,1,main
16,"Thompson, Nolan",Orzhov Pixie,Phyrexian Missionary,3,main
17,"Thompson, Nolan",Orzhov Pixie,Plains,4,main
18,"Thompson, Nolan",Orzhov Pixie,Preacher of the Schism,3,main
19,"Thompson, Nolan",Orzhov Pixie,Restless Fortress,2,main
20,"Thompson, Nolan",Orzhov Pixie,Serra Paragon,3,main
21,"Thompson, Nolan",Orzhov Pixie,Shadowy Backstreet,1,main
22,"Thompson, Nolan",Orzhov Pixie,Sunpearl Kirin,4,main
23,"Thompson, Nolan",Orzhov Pixie,Swamp,3,main
24,"Thompson, Nolan",Orzhov Pixie,Temporary Lockdown,2,main
25,"Thompson, Nolan",Orzhov Pixie,Blot Out,1,side
26,"Thompson, Nolan",Orzhov Pixie,Cease // Desist,2,side
27,"Thompson, Nolan",Orzhov Pixie,Destroy Evil,1,side
28,"Thompson, Nolan",Orzhov Pixie,Dreams of Steel and Oil,2,side
29,"Thompson, Nolan",Orzhov Pixie,Duress,3,side
30,"Thompson, Nolan",Orzhov Pixie,Get Lost,1,side
31,"Thompson, Nolan",Orzhov Pixie,Kutzil's Flanker,1,side
32,"Thompson, Nolan",Orzhov Pixie,Loran of the Third Path,1,side
33,"Thompson, Nolan",Orzhov Pixie,Soul-Guide Lantern,2,side
34,"Thompson, Nolan",Orzhov Pixie,Temporary Lockdown,1,side
0,Catsworn,Azorius Aggro,Mockingbird,4,main
1,Catsworn,Azorius Aggro,Novice Inspector,4,main
2,Catsworn,Azorius Aggro,Spyglass Siren,4,main
3,Catsworn,Azorius Aggro,Warden of the Inner Sky,4,main
4,Catsworn,Azorius Aggro,Faerie Mastermind,4,main
5,Catsworn,Azorius Aggro,Floodpits Drowner,4,main
6,Catsworn,Azorius Aggro,Regal Bunnicorn,4,main
7,Catsworn,Azorius Aggro,Enduring Curiosity,3,main
8,Catsworn,Azorius Aggro,No More Lies,3,main
9,Catsworn,Azorius Aggro,Raise the Past,1,main
10,Catsworn,Azorius Aggro,Sheltered by Ghosts,4,main
11,Catsworn,Azorius Aggro,Adarkar Wastes,4,main
12,Catsworn,Azorius Aggro,Floodfarm Verge,4,main
13,Catsworn,Azorius Aggro,Island,4,main
14,Catsworn,Azorius Aggro,Plains,3,main
15,Catsworn,Azorius Aggro,Restless Anchorage,2,main
16,Catsworn,Azorius Aggro,Seachrome Coast,4,main
17,Catsworn,Azorius Aggro,Ghost Vacuum,1,side
18,Catsworn,Azorius Aggro,Destroy Evil,3,side
19,Catsworn,Azorius Aggro,Protect the Negotiators,3,side
20,Catsworn,Azorius Aggro,Rest in Peace,2,side
21,Catsworn,Azorius Aggro,Split Up,2,side
22,Catsworn,Azorius Aggro,Tishana's Tidebinder,2,side
23,Catsworn,Azorius Aggro,Raise the Past,2,side
0,"Nelson, Michael",Jeskai Control,Abrade,2,main
1,"Nelson, Michael",Jeskai Control,"Beza, the Bounding Spring",3,main
2,"Nelson, Michael",Jeskai Control,Cori Mountain Monastery,1,main
3,"Nelson, Michael",Jeskai Control,Dispelling Exhale,4,main
4,"Nelson, Michael",Jeskai Control,Elegant Parlor,1,main
5,"Nelson, Michael",Jeskai Control,Fabled Passage,3,main
6,"Nelson, Michael",Jeskai Control,Floodfarm Verge,4,main
7,"Nelson, Michael",Jeskai Control,Get Lost,4,main
8,"Nelson, Michael",Jeskai Control,Island,2,main
9,"Nelson, Michael",Jeskai Control,Jeskai Revelation,1,main
10,"Nelson, Michael",Jeskai Control,Lightning Helix,3,main
11,"Nelson, Michael",Jeskai Control,Marang River Regent // Coil and Catch,2,main
12,"Nelson, Michael",Jeskai Control,Meticulous Archive,4,main
13,"Nelson, Michael",Jeskai Control,Mistrise Village,1,main
14,"Nelson, Michael",Jeskai Control,Mountain,1,main
15,"Nelson, Michael",Jeskai Control,Plains,3,main
16,"Nelson, Michael",Jeskai Control,Riverpyre Verge,3,main
17,"Nelson, Michael",Jeskai Control,"Shiko, Paragon of the Way",4,main
18,"Nelson, Michael",Jeskai Control,Split Up,4,main
19,"Nelson, Michael",Jeskai Control,Stock Up,4,main
20,"Nelson, Michael",Jeskai Control,Sunbillow Verge,2,main
21,"Nelson, Michael",Jeskai Control,Three Steps Ahead,3,main
